ind,attr,val
4331,4,5330 SOUTH HIGHWAY 95
4331,5,FORT MOHAVE
4331,6,AZ
4331,7,86426
4331,8,MOHAVE
4331,9,9287882273
4331,10,Acute Care Hospitals
4331,11,Proprietary
4331,12,Yes
4331,13,Pneumonia
4331,14,PN-2
4331,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
4331,16,92%
4331,17,53 patients
4331,18,AZ_PN-2
4340,2,30117
4340,3,VALLEY VIEW MEDICAL CENTER
4340,4,5330 SOUTH HIGHWAY 95
4340,5,FORT MOHAVE
4340,6,AZ
4340,7,86426
4340,8,MOHAVE
4340,9,9287882273
4340,10,Acute Care Hospitals
4340,11,Proprietary
4340,12,Yes
4340,13,Surgical Infection Prevention
4340,14,SCIP-INF-3
4340,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
4340,16,87%
4340,17,156 patients
4340,18,AZ_SCIP-INF-3
4368,2,30118
4368,3,YAVAPAI REGIONAL MEDICAL CENTER-EAST
4368,4,7700 EAST FLORENTINE ROAD
4368,5,PRESCOTT VALLEY
4368,6,AZ
4368,7,86314
4368,8,YAVAPAI
4368,9,9284428165
4368,10,Acute Care Hospitals
4368,11,Voluntary non-profit - Private
4368,12,Yes
4368,13,Surgical Infection Prevention
4368,14,SCIP-VTE-1
4368,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
4368,16,94%
4368,17,78 patients
4368,18,AZ_SCIP-VTE-1
4377,2,30119
4377,3,MERCY GILBERT MEDICAL CENTER
4377,4,3555 SOUTH VAL VISTA DRIVE
4377,5,GILBERT
4377,6,AZ
4377,7,85296
4377,8,MARICOPA
4377,9,4807288327
4377,10,Acute Care Hospitals
4377,11,Voluntary non-profit - Church
4377,12,Yes
4377,13,Heart Failure
4377,14,HF-1
4377,15,Heart Failure Patients Given Discharge Instructions
4377,16,93%
4377,17,195 patients
4377,18,AZ_HF-1
4384,2,30119
4384,3,MERCY GILBERT MEDICAL CENTER
4384,4,3555 SOUTH VAL VISTA DRIVE
4384,5,GILBERT
4384,6,AZ
4384,7,85296
4384,8,MARICOPA
4384,9,4807288327
4384,10,Acute Care Hospitals
4384,11,Voluntary non-profit - Church
4384,12,Yes
4384,13,Pneumonia
4384,14,PN-5C
4384,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
4384,16,100%
4384,17,115 patients
4384,18,AZ_PN-5C
4411,2,30121
4411,3,MOUNTAIN VISTA MEDICAL CENTER; LP
4411,4,1301 SOUTH CRISMON ROAD
4411,5,MESA
4411,6,AZ
4411,7,85209
4411,8,MARICOPA
4411,9,4803586100
4411,10,Acute Care Hospitals
4411,11,Proprietary
4411,12,Yes
4411,13,Heart Failure
4411,14,HF-4
4411,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
4411,16,94%
4411,17,49 patients
4411,18,AZ_HF-4
4422,2,30121
4422,3,MOUNTAIN VISTA MEDICAL CENTER; LP
4422,4,1301 SOUTH CRISMON ROAD
4422,5,MESA
4422,6,AZ
4422,7,85209
4422,8,MARICOPA
4422,9,4803586100
4422,10,Acute Care Hospitals
4422,11,Proprietary
4422,12,Yes
4422,13,Surgical Infection Prevention
4422,14,SCIP-INF-4
4422,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
4422,16,88%
4422,17,73 patients
4422,18,AZ_SCIP-INF-4
4434,2,30122
4434,3,BANNER GATEWAY MEDICAL CENTER
4434,4,1900 NORTH HIGLEY ROAD
4434,5,GILBERT
4434,6,AZ
4434,7,85234
4434,8,MARICOPA
4434,9,4805432000
4434,10,Acute Care Hospitals
4434,11,Voluntary non-profit - Other
4434,12,Yes
4434,13,Heart Failure
4434,14,HF-2
4434,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
4434,16,100%
4434,17,190 patients
4434,18,AZ_HF-2
4437,2,30122
4437,3,BANNER GATEWAY MEDICAL CENTER
4437,4,1900 NORTH HIGLEY ROAD
4437,5,GILBERT
4437,6,AZ
4437,7,85234
4437,8,MARICOPA
4437,9,4805432000
4437,10,Acute Care Hospitals
4437,11,Voluntary non-profit - Other
4437,12,Yes
4437,13,Pneumonia
4437,14,PN-2
4437,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
4437,16,94%
4437,17,104 patients
4437,18,AZ_PN-2
4478,2,30126
4478,3,ARIZONA REGIONAL MEDICAL CENTER
4478,4,515 NORTH MESA DRIVE
4478,5,MESA
4478,6,AZ
4478,7,85201
4478,8,MARICOPA
4478,9,4808983333
4478,10,Acute Care Hospitals
4478,11,Proprietary
4478,12,Yes
4478,13,Heart Attack
4478,14,AMI-3
4478,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
4478,16,100%
4478,17,5 patients
4478,18,AZ_AMI-3
4538,2,03013F
4538,3,VA S. ARIZONA HEALTHCARE SYSTEM
4538,4,3601 SOUTH SIXTH AVENUE
4538,5,TUCSON
4538,6,AZ
4538,7,85723
4538,8,PIMA
4538,9,5206291821
4538,10,Acute Care - VA Medical Center
4538,11,Government Federal
4538,12,No
4538,13,Pneumonia
4538,14,PN-3B
4538,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
4538,16,99%
4538,17,183 patients
4538,18,AZ_PN-3B
4539,2,03013F
4539,3,VA S. ARIZONA HEALTHCARE SYSTEM
4539,4,3601 SOUTH SIXTH AVENUE
4539,5,TUCSON
4539,6,AZ
4539,7,85723
4539,8,PIMA
4539,9,5206291821
4539,10,Acute Care - VA Medical Center
4539,11,Government Federal
4539,12,No
4539,13,Pneumonia
4539,14,PN-4
4539,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
4539,16,95%
4539,17,44 patients
4539,18,AZ_PN-4
4551,2,03033F
4551,3,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
4551,4,500 HIGHWAY 89 NORTH
4551,5,PRESCOTT
4551,6,AZ
4551,7,86313
4551,8,YAVAPAI
4551,9,9284454860
4551,10,Acute Care - VA Medical Center
4551,11,Government Federal
4551,12,No
4551,13,Heart Attack
4551,14,AMI-1
4551,15,Heart Attack Patients Given Aspirin at Arrival
4551,16,100%
4551,17,4 patients
4551,18,AZ_AMI-1
4558,2,03033F
4558,3,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
4558,4,500 HIGHWAY 89 NORTH
4558,5,PRESCOTT
4558,6,AZ
4558,7,86313
4558,8,YAVAPAI
4558,9,9284454860
4558,10,Acute Care - VA Medical Center
4558,11,Government Federal
4558,12,No
4558,13,Heart Failure
4558,14,HF-1
4558,15,Heart Failure Patients Given Discharge Instructions
4558,16,100%
4558,17,36 patients
4558,18,AZ_HF-1
4562,2,03033F
4562,3,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
4562,4,500 HIGHWAY 89 NORTH
4562,5,PRESCOTT
4562,6,AZ
4562,7,86313
4562,8,YAVAPAI
4562,9,9284454860
4562,10,Acute Care - VA Medical Center
4562,11,Government Federal
4562,12,No
4562,13,Pneumonia
4562,14,PN-2
4562,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
4562,16,98%
4562,17,58 patients
4562,18,AZ_PN-2
4567,2,03033F
4567,3,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
4567,4,500 HIGHWAY 89 NORTH
4567,5,PRESCOTT
4567,6,AZ
4567,7,86313
4567,8,YAVAPAI
4567,9,9284454860
4567,10,Acute Care - VA Medical Center
4567,11,Government Federal
4567,12,No
4567,13,Pneumonia
4567,14,PN-7
4567,15,Pneumonia Patients Assessed and Given Influenza Vaccination
4567,16,87%
4567,17,45 patients
4567,18,AZ_PN-7
4587,2,31300
4587,3,WICKENBURG COMMUNITY HOSPITAL
4587,4,520 ROSE LANE
4587,5,WICKENBURG
4587,6,AZ
4587,7,85390
4587,8,MARICOPA
4587,9,9286845421
4587,10,Critical Access Hospitals
4587,11,Voluntary non-profit - Private
4587,12,No
4587,13,Pneumonia
4587,14,PN-2
4587,15,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
4587,16,19%
4587,17,31 patients
4587,18,AZ_PN-2
4593,2,31300
4593,3,WICKENBURG COMMUNITY HOSPITAL
4593,4,520 ROSE LANE
4593,5,WICKENBURG
4593,6,AZ
4593,7,85390
4593,8,MARICOPA
4593,9,9286845421
4593,10,Critical Access Hospitals
4593,11,Voluntary non-profit - Private
4593,12,No
4593,13,Surgical Infection Prevention
4593,14,SCIP-CARD-2
4593,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
4593,16,
4593,17,
4593,18,AZ_SCIP-CARD-2
4603,2,31301
4603,3,BENSON HOSPITAL
4603,4,450 SOUTH OCOTILLO STREET
4603,5,BENSON
4603,6,AZ
4603,7,85602
4603,8,COCHISE
4603,9,5205862261
4603,10,Critical Access Hospitals
4603,11,Government - Hospital District or Authority
4603,12,Yes
4603,13,Heart Attack
4603,14,AMI-3
4603,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
4603,16,
4603,17,
4603,18,AZ_AMI-3
4616,2,31301
4616,3,BENSON HOSPITAL
4616,4,450 SOUTH OCOTILLO STREET
4616,5,BENSON
4616,6,AZ
4616,7,85602
4616,8,COCHISE
4616,9,5205862261
4616,10,Critical Access Hospitals
4616,11,Government - Hospital District or Authority
4616,12,Yes
4616,13,Pneumonia
4616,14,PN-6
4616,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
4616,16,
4616,17,
4616,18,AZ_PN-6
4624,2,31301
4624,3,BENSON HOSPITAL
4624,4,450 SOUTH OCOTILLO STREET
4624,5,BENSON
4624,6,AZ
4624,7,85602
4624,8,COCHISE
4624,9,5205862261
4624,10,Critical Access Hospitals
4624,11,Government - Hospital District or Authority
4624,12,Yes
4624,13,Surgical Infection Prevention
4624,14,SCIP-VTE-1
4624,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
4624,16,
4624,17,
4624,18,AZ_SCIP-VTE-1
4640,2,31302
4640,3,NORTHERN COCHISE COMMUNITY HOSPITAL
4640,4,901 WEST REX ALLEN DRIVE
4640,5,WILLCOX
4640,6,AZ
4640,7,85643
4640,8,COCHISE
4640,9,5203843541
4640,10,Critical Access Hospitals
4640,11,Government - Hospital District or Authority
4640,12,Yes
4640,13,Pneumonia
4640,14,PN-5C
4640,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
4640,16,80%
4640,17,5 patients
4640,18,AZ_PN-5C
4657,2,31303
4657,3,SOUTHEAST ARIZONA MEDICAL CENTER
4657,4,2174 WEST OAK AVENUE
4657,5,DOUGLAS
4657,6,AZ
4657,7,85607
4657,8,COCHISE
4657,9,5203647931
4657,10,Critical Access Hospitals
4657,11,Voluntary non-profit - Private
4657,12,No
4657,13,Heart Attack
4657,14,AMI-8A
4657,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
4657,16,
4657,17,
4657,18,AZ_AMI-8A
4659,2,31303
4659,3,SOUTHEAST ARIZONA MEDICAL CENTER
4659,4,2174 WEST OAK AVENUE
4659,5,DOUGLAS
4659,6,AZ
4659,7,85607
4659,8,COCHISE
4659,9,5203647931
4659,10,Critical Access Hospitals
4659,11,Voluntary non-profit - Private
4659,12,No
4659,13,Heart Failure
4659,14,HF-2
4659,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
4659,16,100%
4659,17,1 patients
4659,18,AZ_HF-2
4672,2,31303
4672,3,SOUTHEAST ARIZONA MEDICAL CENTER
4672,4,2174 WEST OAK AVENUE
4672,5,DOUGLAS
4672,6,AZ
4672,7,85607
4672,8,COCHISE
4672,9,5203647931
4672,10,Critical Access Hospitals
4672,11,Voluntary non-profit - Private
4672,12,No
4672,13,Surgical Infection Prevention
4672,14,SCIP-INF-4
4672,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
4672,16,
4672,17,
4672,18,AZ_SCIP-INF-4
4675,2,31303
4675,3,SOUTHEAST ARIZONA MEDICAL CENTER
4675,4,2174 WEST OAK AVENUE
4675,5,DOUGLAS
4675,6,AZ
4675,7,85607
4675,8,COCHISE
4675,9,5203647931
4675,10,Critical Access Hospitals
4675,11,Voluntary non-profit - Private
4675,12,No
4675,13,Surgical Infection Prevention
4675,14,SCIP-VTE-2
4675,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
4675,16,
4675,17,
4675,18,AZ_SCIP-VTE-2
4683,2,31304
4683,3,PAGE HOSPITAL
4683,4,501 NORTH NAVAJO DRIVE
4683,5,PAGE
4683,6,AZ
4683,7,86040
4683,8,COCONINO
4683,9,6286452424
4683,10,Critical Access Hospitals
4683,11,Government - Hospital District or Authority
4683,12,Yes
4683,13,Heart Failure
4683,14,HF-1
4683,15,Heart Failure Patients Given Discharge Instructions
4683,16,100%
4683,17,8 patients
4683,18,AZ_HF-1
4697,2,31304
4697,3,PAGE HOSPITAL
4697,4,501 NORTH NAVAJO DRIVE
4697,5,PAGE
4697,6,AZ
4697,7,86040
4697,8,COCONINO
4697,9,6286452424
4697,10,Critical Access Hospitals
4697,11,Government - Hospital District or Authority
4697,12,Yes
4697,13,Surgical Infection Prevention
4697,14,SCIP-INF-4
4697,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
4697,16,
4697,17,0 patients
4697,18,AZ_SCIP-INF-4
4706,2,31305
4706,3,HOPI HEALTH CARE CENTER
4706,4,PO BOX 6000
4706,5,POLACCA
4706,6,AZ
4706,7,86042
4706,8,NAVAJO
4706,9,9287376000
4706,10,Critical Access Hospitals
4706,11,Government - Federal
4706,12,Yes
4706,13,Heart Attack
4706,14,AMI-7A
4706,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
4706,16,
4706,17,
4706,18,AZ_AMI-7A
4718,2,31305
4718,3,HOPI HEALTH CARE CENTER
4718,4,PO BOX 6000
4718,5,POLACCA
4718,6,AZ
4718,7,86042
4718,8,NAVAJO
4718,9,9287376000
4718,10,Critical Access Hospitals
4718,11,Government - Federal
4718,12,Yes
4718,13,Surgical Infection Prevention
4718,14,SCIP-CARD-2
4718,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
4718,16,
4718,17,
4718,18,AZ_SCIP-CARD-2
4719,2,31305
4719,3,HOPI HEALTH CARE CENTER
4719,4,PO BOX 6000
4719,5,POLACCA
4719,6,AZ
4719,7,86042
4719,8,NAVAJO
4719,9,9287376000
4719,10,Critical Access Hospitals
4719,11,Government - Federal
4719,12,Yes
4719,13,Surgical Infection Prevention
4719,14,SCIP-INF-1
4719,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
4719,16,
4719,17,
4719,18,AZ_SCIP-INF-1
4738,2,31309
4738,3,SAGE MEMORIAL HOSPITAL
4738,4,STATE ROUTE 264 SOUTH 191 PO BOX 457
4738,5,GANADO
4738,6,AZ
4738,7,86505
4738,8,APACHE
4738,9,9287554500
4738,10,Critical Access Hospitals
4738,11,Voluntary non-profit - Private
4738,12,Yes
4738,13,Pneumonia
4738,14,PN-3B
4738,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
4738,16,88%
4738,17,26 patients
4738,18,AZ_PN-3B
4743,2,31309
4743,3,SAGE MEMORIAL HOSPITAL
4743,4,STATE ROUTE 264 SOUTH 191 PO BOX 457
4743,5,GANADO
4743,6,AZ
4743,7,86505
4743,8,APACHE
4743,9,9287554500
4743,10,Critical Access Hospitals
4743,11,Voluntary non-profit - Private
4743,12,Yes
4743,13,Surgical Infection Prevention
4743,14,SCIP-CARD-2
4743,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
4743,16,
4743,17,
4743,18,AZ_SCIP-CARD-2
4751,2,31311
4751,3,LITTLE COLORADO MEDICAL CENTER
4751,4,1501 NORTH WILLIAMSON AVENUE
4751,5,WINSLOW
4751,6,AZ
4751,7,86047
4751,8,NAVAJO
4751,9,9282894691
4751,10,Critical Access Hospitals
4751,11,Proprietary
4751,12,No
4751,13,Heart Attack
4751,14,AMI-1
4751,15,Heart Attack Patients Given Aspirin at Arrival
4751,16,
4751,17,
4751,18,AZ_AMI-1
4760,2,31311
4760,3,LITTLE COLORADO MEDICAL CENTER
4760,4,1501 NORTH WILLIAMSON AVENUE
4760,5,WINSLOW
4760,6,AZ
4760,7,86047
4760,8,NAVAJO
4760,9,9282894691
4760,10,Critical Access Hospitals
4760,11,Proprietary
4760,12,No
4760,13,Heart Failure
4760,14,HF-3
4760,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
4760,16,0%
4760,17,1 patients
4760,18,AZ_HF-3
4768,2,31311
4768,3,LITTLE COLORADO MEDICAL CENTER
4768,4,1501 NORTH WILLIAMSON AVENUE
4768,5,WINSLOW
4768,6,AZ
4768,7,86047
4768,8,NAVAJO
4768,9,9282894691
4768,10,Critical Access Hospitals
4768,11,Proprietary
4768,12,No
4768,13,Surgical Infection Prevention
4768,14,SCIP-CARD-2
4768,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
4768,16,
4768,17,
4768,18,AZ_SCIP-CARD-2
4770,2,31311
4770,3,LITTLE COLORADO MEDICAL CENTER
4770,4,1501 NORTH WILLIAMSON AVENUE
4770,5,WINSLOW
4770,6,AZ
4770,7,86047
4770,8,NAVAJO
4770,9,9282894691
4770,10,Critical Access Hospitals
4770,11,Proprietary
4770,12,No
4770,13,Surgical Infection Prevention
4770,14,SCIP-INF-2
4770,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
4770,16,
4770,17,
4770,18,AZ_SCIP-INF-2
4866,2,31315
4866,3,WHITE MOUNTAIN REGIONAL MEDICAL CENTER
4866,4,118 SOUTH MOUNTAIN AVE
4866,5,SPRINGERVILLE
4866,6,AZ
4866,7,85938
4866,8,APACHE
4866,9,9283334368
4866,10,Critical Access Hospitals
4866,11,Voluntary non-profit - Private
4866,12,Yes
4866,13,Pneumonia
4866,14,PN-6
4866,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
4866,16,
4866,17,
4866,18,AZ_PN-6
4778,2,31312
4778,3,COPPER QUEEN COMMUNITY HOSPITAL
4778,4,101 COLE AVENUE
4778,5,BISBEE
4778,6,AZ
4778,7,85603
4778,8,COCHISE
4778,9,5204325383
4778,10,Critical Access Hospitals
4778,11,Voluntary non-profit - Other
4778,12,No
4778,13,Heart Attack
4778,14,AMI-3
4778,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
4778,16,
4778,17,
4778,18,AZ_AMI-3
4784,2,31312
4784,3,COPPER QUEEN COMMUNITY HOSPITAL
4784,4,101 COLE AVENUE
4784,5,BISBEE
4784,6,AZ
4784,7,85603
4784,8,COCHISE
4784,9,5204325383
4784,10,Critical Access Hospitals
4784,11,Voluntary non-profit - Other
4784,12,No
4784,13,Heart Failure
4784,14,HF-2
4784,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
4784,16,100%
4784,17,4 patients
4784,18,AZ_HF-2
4796,2,31312
4796,3,COPPER QUEEN COMMUNITY HOSPITAL
4796,4,101 COLE AVENUE
4796,5,BISBEE
4796,6,AZ
4796,7,85603
4796,8,COCHISE
4796,9,5204325383
4796,10,Critical Access Hospitals
4796,11,Voluntary non-profit - Other
4796,12,No
4796,13,Surgical Infection Prevention
4796,14,SCIP-INF-3
4796,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
4796,16,
4796,17,
4796,18,AZ_SCIP-INF-3
4816,2,31313
4816,3,CARONDELET HOLY CROSS HOSPITAL
4816,4,1171 WEST TARGET RANGE ROAD
4816,5,NOGALES
4816,6,AZ
4816,7,85621
4816,8,SANTA CRUZ
4816,9,5202853000
4816,10,Critical Access Hospitals
4816,11,Voluntary non-profit - Private
4816,12,No
4816,13,Pneumonia
4816,14,PN-6
4816,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
4816,16,89%
4816,17,18 patients
4816,18,AZ_PN-6
4825,2,31313
4825,3,CARONDELET HOLY CROSS HOSPITAL
4825,4,1171 WEST TARGET RANGE ROAD
4825,5,NOGALES
4825,6,AZ
4825,7,85621
4825,8,SANTA CRUZ
4825,9,5202853000
4825,10,Critical Access Hospitals
4825,11,Voluntary non-profit - Private
4825,12,No
4825,13,Surgical Infection Prevention
4825,14,SCIP-VTE-2
4825,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
4825,16,100%
4825,17,15 patients
4825,18,AZ_SCIP-VTE-2
4826,2,31314
4826,3,COBRE VALLEY COMMUNITY HOSPITAL
4826,4,5880 SOUTH HOSPITAL DRIVE
4826,5,GLOBE
4826,6,AZ
4826,7,85501
4826,8,GILA
4826,9,9284253261
4826,10,Critical Access Hospitals
4826,11,Proprietary
4826,12,Yes
4826,13,Heart Attack
4826,14,AMI-1
4826,15,Heart Attack Patients Given Aspirin at Arrival
4826,16,83%
4826,17,6 patients
4826,18,AZ_AMI-1
4832,2,31314
4832,3,COBRE VALLEY COMMUNITY HOSPITAL
4832,4,5880 SOUTH HOSPITAL DRIVE
4832,5,GLOBE
4832,6,AZ
4832,7,85501
4832,8,GILA
4832,9,9284253261
4832,10,Critical Access Hospitals
4832,11,Proprietary
4832,12,Yes
4832,13,Heart Attack
4832,14,AMI-8A
4832,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
4832,16,
4832,17,0 patients
4832,18,AZ_AMI-8A
4838,2,31314
4838,3,COBRE VALLEY COMMUNITY HOSPITAL
4838,4,5880 SOUTH HOSPITAL DRIVE
4838,5,GLOBE
4838,6,AZ
4838,7,85501
4838,8,GILA
4838,9,9284253261
4838,10,Critical Access Hospitals
4838,11,Proprietary
4838,12,Yes
4838,13,Pneumonia
4838,14,PN-3B
4838,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
4838,16,62%
4838,17,13 patients
4838,18,AZ_PN-3B
4869,2,31315
4869,3,WHITE MOUNTAIN REGIONAL MEDICAL CENTER
4869,4,118 SOUTH MOUNTAIN AVE
4869,5,SPRINGERVILLE
4869,6,AZ
4869,7,85938
4869,8,APACHE
4869,9,9283334368
4869,10,Critical Access Hospitals
4869,11,Voluntary non-profit - Private
4869,12,Yes
4869,13,Surgical Infection Prevention
4869,14,SCIP-INF-1
4869,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
4869,16,
4869,17,
4869,18,AZ_SCIP-INF-1
4876,2,33302
4876,3,PHOENIX CHILDREN-S HOSPITAL
4876,4,1919 EAST THOMAS ROAD
4876,5,PHOENIX
4876,6,AZ
4876,7,85016
4876,8,MARICOPA
4876,9,6025461959
4876,10,Childrens
4876,11,Voluntary non-profit - Private
4876,12,Yes
4876,13,Children&#8217;s Asthma Care
4876,14,CAC-1
4876,15,Children Who Received Reliever Medication While Hospitalized for Asthma
4876,16,100%
4876,17,329 patients
4876,18,AZ_CAC-1
4877,2,33302
4877,3,PHOENIX CHILDREN-S HOSPITAL
4877,4,1919 EAST THOMAS ROAD
4877,5,PHOENIX
4877,6,AZ
4877,7,85016
4877,8,MARICOPA
4877,9,6025461959
4877,10,Childrens
4877,11,Voluntary non-profit - Private
4877,12,Yes
4877,13,Children&#8217;s Asthma Care
4877,14,CAC-2
4877,15,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma
4877,16,100%
4877,17,328 patients
4877,18,AZ_CAC-2
4904,2,40002
4904,3,JOHNSON REGIONAL MEDICAL CENTER
4904,4,1100 EAST POPLAR STREET
4904,5,CLARKSVILLE
4904,6,AR
4904,7,72830
4904,8,JOHNSON
4904,9,4797545454
4904,10,Acute Care Hospitals
4904,11,Voluntary non-profit - Private
4904,12,Yes
4904,13,Heart Attack
4904,14,AMI-1
4904,15,Heart Attack Patients Given Aspirin at Arrival
4904,16,70%
4904,17,27 patients
4904,18,AR_AMI-1
4908,2,40002
4908,3,JOHNSON REGIONAL MEDICAL CENTER
4908,4,1100 EAST POPLAR STREET
4908,5,CLARKSVILLE
4908,6,AR
4908,7,72830
4908,8,JOHNSON
4908,9,4797545454
4908,10,Acute Care Hospitals
4908,11,Voluntary non-profit - Private
4908,12,Yes
4908,13,Heart Attack
4908,14,AMI-5
4908,15,Heart Attack Patients Given Beta Blocker at Discharge
4908,16,100%
4908,17,16 patients
4908,18,AR_AMI-5
4919,2,40002
4919,3,JOHNSON REGIONAL MEDICAL CENTER
4919,4,1100 EAST POPLAR STREET
4919,5,CLARKSVILLE
4919,6,AR
4919,7,72830
4919,8,JOHNSON
4919,9,4797545454
4919,10,Acute Care Hospitals
4919,11,Voluntary non-profit - Private
4919,12,Yes
4919,13,Pneumonia
4919,14,PN-6
4919,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
4919,16,92%
4919,17,89 patients
4919,18,AR_PN-6
4924,2,40002
4924,3,JOHNSON REGIONAL MEDICAL CENTER
4924,4,1100 EAST POPLAR STREET
4924,5,CLARKSVILLE
4924,6,AR
4924,7,72830
4924,8,JOHNSON
4924,9,4797545454
4924,10,Acute Care Hospitals
4924,11,Voluntary non-profit - Private
4924,12,Yes
4924,13,Surgical Infection Prevention
4924,14,SCIP-INF-3
4924,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
4924,16,87%
4924,17,47 patients
4924,18,AR_SCIP-INF-3
4925,2,40002
4925,3,JOHNSON REGIONAL MEDICAL CENTER
4925,4,1100 EAST POPLAR STREET
4925,5,CLARKSVILLE
4925,6,AR
4925,7,72830
4925,8,JOHNSON
4925,9,4797545454
4925,10,Acute Care Hospitals
4925,11,Voluntary non-profit - Private
4925,12,Yes
4925,13,Surgical Infection Prevention
4925,14,SCIP-INF-4
4925,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
4925,16,
4925,17,0 patients
4925,18,AR_SCIP-INF-4
4951,2,40004
4951,3,WASHINGTON REGIONAL MED CTR AT NO HILLS
4951,4,3215 N NORTH HILLS BLVD
4951,5,FAYETTEVILLE
4951,6,AR
4951,7,72703
4951,8,WASHINGTON
4951,9,4794635113
4951,10,Acute Care Hospitals
4951,11,Voluntary non-profit - Private
4951,12,Yes
4951,13,Surgical Infection Prevention
4951,14,SCIP-INF-6
4951,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
4951,16,98%
4951,17,906 patients
4951,18,AR_SCIP-INF-6
4960,2,40007
4960,3,ST VINCENT INFIRMARY MED CTR
4960,4,TWO ST VINCENT CIRCLE
4960,5,LITTLE ROCK
4960,6,AR
4960,7,72205
4960,8,PULASKI
4960,9,5015523000
4960,10,Acute Care Hospitals
4960,11,Voluntary non-profit - Church
4960,12,Yes
4960,13,Heart Attack
4960,14,AMI-8A
4960,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
4960,16,44%
4960,17,32 patients
4960,18,AR_AMI-8A
4965,2,40007
4965,3,ST VINCENT INFIRMARY MED CTR
4965,4,TWO ST VINCENT CIRCLE
4965,5,LITTLE ROCK
4965,6,AR
4965,7,72205
4965,8,PULASKI
4965,9,5015523000
4965,10,Acute Care Hospitals
